Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17072026,1706432445,0003099
Trade Date <17-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1094,GMRP&UI,EQ,705659,475204,67.34
20,1095,GNA,EQ,2577839,534444,20.73
20,1096,GNFC,EQ,252671,140007,55.41
20,1097,GNRL,EQ,238822,117511,49.20
20,1098,GOACARBON,EQ,19561,12332,63.04
20,1099,GOCLCORP,EQ,51012,28073,55.03
20,1100,GOCOLORS,EQ,168363,43705,25.96
20,1101,GODAVARIB,EQ,91103,62865,69.00
20,1102,GODFRYPHLP,EQ,128339,38920,30.33
20,1103,GODIGIT,EQ,763052,581021,76.14
20,1104,GODREJAGRO,EQ,64083,38070,59.41
20,1105,GODREJCP,EQ,328585,148884,45.31
20,1106,GODREJIND,EQ,132872,48217,36.29
20,1107,GODREJPROP,EQ,900280,424854,47.19
20,1108,GOKEX,EQ,311580,150110,48.18
20,1109,GOKUL,EQ,151277,27243,18.01
20,1110,GOKULAGRO,EQ,268371,76097,28.36
20,1111,GOLD1,EQ,874033,433998,49.65
20,1112,GOLD360,EQ,18699,12524,66.98
20,1113,GOLDADD,EQ,315599,233913,74.12
20,1114,GOLDAXIS,EQ,1153689,755005,65.44
20,1115,GOLDBEES,EQ,24160121,14778098,61.17
20,1116,GOLDBETA,EQ,337933,212399,62.85
20,1117,GOLDBND,EQ,16404,13744,83.78
20,1118,GOLDCASE,EQ,10558173,4818511,45.64
20,1119,GOLDETF,EQ,916014,564247,61.60
20,1120,GOLDIAM,EQ,507901,228903,45.07
20,1121,GOLDIETF,EQ,5148736,3026447,58.78
20,1122,GOLDSTAR,SM,33750,22500,66.67
20,1123,GOODLUCK,EQ,111255,58651,52.72
20,1124,GOODYEAR,EQ,14122,8264,58.52
20,1125,GOPAL,EQ,120085,46223,38.49
20,1126,GOYALALUM,EQ,40082,33149,82.70
20,1127,GPECO,ST,7400,7400,100.00
20,1128,GPIL,EQ,1652672,721156,43.64
20,1129,GPPL,EQ,883424,506110,57.29
20,1130,GPTHEALTH,EQ,53037,26804,50.54
20,1131,GPTINFRA,EQ,256906,145623,56.68
20,1132,GRANDOAK,EQ,18711,16596,88.70
20,1133,GRANULES,EQ,1699258,1058619,62.30
20,1134,GRAPHISAD,SM,4800,4800,100.00
20,1135,GRAPHITE,EQ,797470,327097,41.02
20,1136,GRASIM,EQ,622540,411942,66.17
20,1137,GRAUWEIL,EQ,219074,116917,53.37
20,1138,GRAVISSHO,EQ,148,132,89.19
20,1139,GRAVITA,EQ,211437,94655,44.77
20,1140,GRCL,ST,250,250,100.00
20,1141,GREAVESCOT,EQ,1493811,601513,40.27
20,1142,GREENCHEF,SM,6400,6400,100.00
20,1143,GREENLAM,EQ,35759,19442,54.37
20,1144,GREENLEAF,ST,20000,20000,100.00
20,1145,GREENPANEL,EQ,180083,70541,39.17
20,1146,GREENPLY,EQ,289590,226545,78.23
20,1147,GREENPOWER,EQ,2258786,1142508,50.58
20,1148,GRINDWELL,EQ,584725,105976,18.12
20,1149,GRINFRA,EQ,10262,4187,40.80
20,1150,GRMOVER,EQ,329481,159495,48.41
20,1151,GROBTEA,EQ,987,465,47.11
20,1152,GROWW,EQ,49834034,19238534,38.61
20,1153,GROWWCAPM,EQ,378146,210000,55.53
20,1154,GROWWCHEM,EQ,27710,17704,63.89
20,1155,GROWWDEFNC,EQ,125824,57351,45.58
20,1156,GROWWEV,EQ,192150,120413,62.67
20,1157,GROWWGOLD,EQ,1621669,526242,32.45
20,1158,GROWWHOSPI,EQ,202786,120338,59.34
20,1159,GROWWLIQID,EQ,166548,115322,69.24
20,1160,GROWWLOVOL,EQ,39766,20384,51.26
20,1161,GROWWMC150,EQ,580,454,78.28
20,1162,GROWWMETAL,EQ,354291,159290,44.96
20,1163,GROWWMOM50,EQ,421471,359730,85.35
20,1164,GROWWN200,EQ,15381,10829,70.41
20,1165,GROWWNET,EQ,135658,77477,57.11
20,1166,GROWWNIFTY,EQ,738433,528723,71.60
20,1167,GROWWNXT50,EQ,4499,1964,43.65
20,1168,GROWWPOWER,EQ,2121239,1298242,61.20
20,1169,GROWWPSE,EQ,1588,854,53.78
20,1170,GROWWPSUBK,EQ,18056,1944,10.77
20,1171,GROWWRAIL,EQ,330776,184367,55.74
20,1172,GROWWRLTY,EQ,254886,134732,52.86
20,1173,GROWWSC250,EQ,190285,111266,58.47
20,1174,GROWWSLVR,EQ,1238601,436024,35.20
20,1175,GRPLTD,EQ,486,378,77.78
20,1176,GRSE,EQ,245213,100229,40.87
20,1177,GRWRHITECH,EQ,44738,22994,51.40
20,1178,GSEC10ABSL,EQ,13,13,100.00
20,1179,GSEC10YEAR,EQ,158,154,97.47
20,1180,GSEC5IETF,EQ,3571,3561,99.72
20,1181,GSFC,EQ,325420,166341,51.12
20,1182,GSLSU,EQ,456112,271346,59.49
20,1183,GSMFOILS,SM,53000,32000,60.38
20,1184,GSPCROP,EQ,417384,142250,34.08
20,1185,GSTL,ST,2000,2000,100.00
20,1186,GTL,EQ,164327,119328,72.62
20,1187,GTLINFRA,EQ,93957650,32713146,34.82
20,1188,GTPL,EQ,44593,12211,27.38
20,1189,GUFICBIO,EQ,69325,32033,46.21
20,1190,GUJALKALI,EQ,22635,12890,56.95
20,1191,GUJAPOLLO,EQ,4311,2863,66.41
20,1192,GUJENERGY,EQ,998386,732661,73.38
20,1193,GUJRAFFIA,EQ,1269,1093,86.13
20,1194,GUJTHEM,EQ,68166,37301,54.72
20,1195,GULFOILLUB,EQ,57508,31955,55.57
20,1196,GULPOLY,EQ,93688,57704,61.59
20,1197,GVPIL,EQ,261219,147590,56.50
20,1198,GVPTECH,EQ,36011,20082,55.77
20,1199,GVT&D,EQ,782766,380300,48.58
20,1200,GYFTR,EQ,29443,3459,11.75
20,1201,HAL,EQ,658032,281541,42.79
20,1202,HALDER,EQ,28379,6205,21.86
20,1203,HALEOSLABS,EQ,547,296,54.11
20,1204,HAPPSTMNDS,EQ,940087,288459,30.68
20,1205,HAPPY,ST,258000,244000,94.57
20,1206,HAPPYFORGE,EQ,73219,37875,51.73
20,1207,HARDWYN,EQ,7986235,3145976,39.39
20,1208,HARIOMPIPE,EQ,142367,40551,28.48
20,1209,HARRMALAYA,EQ,8007,5357,66.90
20,1210,HARSHA,EQ,129375,77643,60.01
20,1211,HATHWAY,EQ,1968701,627507,31.87
20,1212,HATSUN,EQ,19356,11755,60.73
20,1213,HAVELLS,EQ,4169240,1091816,26.19
20,1214,HAVISHA,EQ,24215,24072,99.41
20,1215,HAWKINCOOK,EQ,2820,2029,71.95
20,1216,HBESD,EQ,1334,1321,99.03
20,1217,HBLENGINE,EQ,583129,250047,42.88
20,1218,HCC,EQ,27861499,11857219,42.56
20,1219,HCG,EQ,73218,43270,59.10
20,1220,HCL-INSYS,EQ,153258,92406,60.29
20,1221,HCLTECH,EQ,5037972,2642998,52.46
20,1222,HDBFS,EQ,473760,240118,50.68
20,1223,HDFCAMC,EQ,1533879,790197,51.52
20,1224,HDFCBANK,EQ,17415322,10883338,62.49
20,1225,HDFCBSE500,EQ,245287,166988,68.08
20,1226,HDFCGOLD,EQ,4386495,2283044,52.05
20,1227,HDFCGROWTH,EQ,48474,38753,79.95
20,1228,HDFCLIFE,EQ,3978771,2191557,55.08
20,1229,HDFCLIQUID,EQ,102233,95006,92.93
20,1230,HDFCLOWVOL,EQ,3359,2944,87.65
20,1231,HDFCMID150,EQ,574954,371639,64.64
20,1232,HDFCMOMENT,EQ,144372,97532,67.56
20,1233,HDFCNEXT50,EQ,189651,97637,51.48
20,1234,HDFCNIF100,EQ,97963,94313,96.27
20,1235,HDFCNIFBAN,EQ,155815,121138,77.74
20,1236,HDFCNIFIT,EQ,220166,142284,64.63
20,1237,HDFCNIFTY,EQ,44106,36882,83.62
20,1238,HDFCPSUBK,EQ,134482,112292,83.50
20,1239,HDFCPVTBAN,EQ,658177,445917,67.75
20,1240,HDFCQUAL,EQ,14690,12519,85.22
20,1241,HDFCSENSEX,EQ,84029,66640,79.31
20,1242,HDFCSILVER,EQ,3508779,1685543,48.04
20,1243,HDFCSML250,EQ,1668162,736725,44.16
20,1244,HDFCVALUE,EQ,1901,1335,70.23
20,1245,HEADSUP,EQ,2689,1874,69.69
20,1246,HEALTHADD,EQ,40077,31693,79.08
20,1247,HEALTHAXIS,EQ,4260,3472,81.50
20,1248,HEALTHCARE,EQ,38631,29429,76.18
20,1249,HEALTHIETF,EQ,205628,112429,54.68
20,1250,HEALTHX,EQ,3829,2165,56.54
20,1251,HEALTHY,EQ,275325,200146,72.69
20,1252,HECPROJECT,EQ,11506,6917,60.12
20,1253,HEG,EQ,1521683,746689,49.07
20,1254,HEIDELBERG,EQ,66824,38944,58.28
20,1255,HEMIPROP,EQ,293435,132294,45.08
20,1256,HERANBA,EQ,23612,11984,50.75
20,1257,HERITGFOOD,EQ,1083724,373634,34.48
20,1258,HEROMOTOCO,EQ,434144,206707,47.61
20,1259,HESTERBIO,EQ,16908,8703,51.47
20,1260,HEXATRADEX,EQ,3186,2170,68.11
20,1261,HEXT,EQ,448061,170967,38.16
20,1262,HFCL,EQ,14642282,7128876,48.69
20,1263,HGINFRA,EQ,46713,20771,44.47
20,1264,HGM,EQ,1775,1563,88.06
20,1265,HGS,EQ,20644,11169,54.10
20,1266,HIGREEN,SM,26400,20800,78.79
20,1267,HIKAL,EQ,239419,108120,45.16
20,1268,HIMATSEIDE,EQ,648627,278593,42.95
20,1269,HINDALCO,EQ,4222686,2405433,56.96
20,1270,HINDCOMPOS,EQ,5035,3591,71.32
20,1271,HINDCOPPER,EQ,2170849,834506,38.44
20,1272,HINDOILEXP,EQ,362205,128421,35.46
20,1273,HINDPETRO,EQ,5951111,3497832,58.78
20,1274,HINDUNILVR,EQ,1059832,385833,36.41
20,1275,HINDWAREAP,EQ,192710,121282,62.93
20,1276,HINDZINC,EQ,2356602,1049571,44.54
20,1277,HIRECT,EQ,225672,49106,21.76
20,1278,HISARMETAL,EQ,1802,1574,87.35
20,1279,HITECH,EQ,324554,162814,50.17
20,1280,HLEGLAS,EQ,195850,83056,42.41
20,1281,HLVLTD,EQ,373643,273251,73.13
20,1282,HMAAGRO,EQ,115200,80082,69.52
20,1283,HMVL,EQ,19481,8164,41.91
20,1284,HNDFDS,EQ,35523,19182,54.00
20,1285,HNGSNGBEES,EQ,96156,60849,63.28
20,1286,HOACFOODS,ST,2250,2250,100.00
20,1287,HOMEFIRST,EQ,66355,31226,47.06
20,1288,HOMESFY,SM,300,300,100.00
20,1289,HONASA,EQ,522989,224118,42.85
20,1290,HONAUT,EQ,4822,3077,63.81
20,1291,HONDAPOWER,EQ,1730,887,51.27
20,1292,HPAL,EQ,54420,41673,76.58
20,1293,HPIL,EQ,202,104,51.49
20,1294,HPL,EQ,79404,33652,42.38
20,1295,HPTL,SM,2400,1800,75.00
20,1296,HRHNEXT,SM,4500,4500,100.00
20,1297,HSBCGOLD,EQ,4874,4488,92.08
20,1298,HSCL,EQ,18316544,3005248,16.41
20,1299,HTMEDIA,EQ,126550,82160,64.92
20,1300,HUBTOWN,EQ,418388,232079,55.47
20,1301,HUDCO,EQ,1677153,811433,48.38
20,1302,HUHTAMAKI,EQ,412200,239660,58.14
20,1303,HVAX,SM,150,150,100.00
20,1304,HYUNDAI,EQ,740338,372426,50.30
20,1305,IBLFL,SM,2000,2000,100.00
20,1306,ICDSLTD,EQ,224,224,100.00
20,1307,ICELCO,ST,211200,160800,76.14
20,1308,ICEMAKE,EQ,26288,16380,62.31
20,1309,ICICIAMC,EQ,382687,224348,58.62
20,1310,ICICIB22,EQ,253452,195084,76.97
20,1311,ICICIBANK,EQ,11112550,6835725,61.51
20,1312,ICICIGI,EQ,4018447,2353422,58.57
20,1313,ICICIPRULI,EQ,3119290,1633531,52.37
20,1314,ICIL,EQ,236726,102247,43.19
20,1315,ICRA,EQ,15243,9148,60.01
20,1316,IDBI,EQ,12364906,4705182,38.05
20,1317,IDEA,EQ,275409119,88878502,32.27
20,1318,IDENTICAL,SM,26000,24000,92.31
20,1319,IDFCFIRSTB,EQ,12269443,5350138,43.61
20,1320,IDFNIFTYET,EQ,734,311,42.37
20,1321,IEML,SM,36500,29000,79.45
20,1322,IEX,EQ,6456184,2209917,34.23
20,1323,IFBIND,EQ,68693,33010,48.05
20,1324,IFCI,EQ,13210643,4016942,30.41
20,1325,IFGLEXPOR,EQ,19597,10005,51.05
20,1326,IGARASHI,EQ,131837,44506,33.76
20,1327,IGCL,EQ,79979,35292,44.13
20,1328,IGIL,EQ,300472,174484,58.07
20,1329,IGL,EQ,950677,487585,51.29
20,1330,IGPL,EQ,12279,7038,57.32
20,1331,IIFL,EQ,2053028,993732,48.40
20,1332,IIFL060326,YA,90,90,100.00
20,1333,IIFL21425,NY,76,76,100.00
20,1334,IIFL60326,YB,229,51,22.27
20,1335,IIFLCAPS,EQ,298501,175980,58.95
20,1336,IIFLZC26,NN,7,7,100.00
20,1337,IIFLZC28B,Y1,100,100,100.00
20,1338,IIFLZC28C,N6,45,44,97.78
20,1339,IITL,EQ,98802,14520,14.70
20,1340,IKIO,EQ,11211570,648458,5.78
20,1341,IKS,EQ,144172,72518,50.30
20,1342,IMAGICAA,EQ,549321,308064,56.08
20,1343,IMC1,N3,3,1,33.33
20,1344,IMFA,EQ,59795,27921,46.69
20,1345,IMPAL,EQ,1519,1195,78.67
20,1346,INA,EQ,571523,240325,42.05
20,1347,INCREDIBLE,EQ,1602,1540,96.13
20,1348,INDBANK,EQ,29642,19373,65.36
20,1349,INDGN,EQ,115964,73965,63.78
20,1350,INDHOTEL,EQ,2175639,1235897,56.81
20,1351,INDIACEM,EQ,1173676,305734,26.05
20,1352,INDIAGLYCO,EQ,449815,149949,33.34
20,1353,INDIAMART,EQ,61208,37555,61.36
20,1354,INDIANB,EQ,2707156,1724876,63.72
20,1355,INDIANCARD,EQ,2257,1451,64.29
20,1356,INDIANHUME,EQ,107099,43564,40.68
20,1357,INDIASHLTR,EQ,78376,52050,66.41
20,1358,INDIFRA,SM,2000,2000,100.00
20,1359,INDIGO,EQ,609593,352129,57.76
20,1360,INDIGOPNTS,EQ,32440,14418,44.45
20,1361,INDIGRID,IV,255408,220718,86.42
20,1362,INDIQUBE,EQ,82679,39658,47.97
20,1363,INDNIPPON,EQ,98894,26702,27.00
20,1364,INDOBORAX,EQ,486648,230789,47.42
20,1365,INDOCO,EQ,36208,17673,48.81
20,1366,INDOFARM,EQ,155611,70925,45.58
20,1367,INDORAMA,EQ,314481,176659,56.17
20,1368,INDOSTAR,EQ,58945,24083,40.86
20,1369,INDOTHAI,EQ,634188,242494,38.24
20,1370,INDOUS,EQ,4524,3161,69.87
20,1371,INDPRUD,EQ,35,35,100.00
20,1372,INDRAMEDCO,EQ,104175,56572,54.30
20,1373,INDSWFTLAB,EQ,288534,151748,52.59
20,1374,INDTERRAIN,EQ,11092,8717,78.59
20,1375,INDUSINDBK,EQ,2257757,1231386,54.54
20,1376,INDUSINVIT,IV,86714,80505,92.84
20,1377,INDUSTOWER,EQ,4788472,3132489,65.42
20,1378,INFINIUM,SM,1000,1000,100.00
20,1379,INFLUX,SM,19800,15600,78.79
20,1380,INFOBEAN,EQ,208410,89617,43.00
20,1381,INFOLLION,SM,21200,18800,88.68
20,1382,INFOMEDIA,EQ,26610,22795,85.66
20,1383,INFRA,EQ,19731,18104,91.75
20,1384,INFRABEES,EQ,7950,4704,59.17
20,1385,INFRAIETF,EQ,38808,24351,62.75
20,1386,INFY,EQ,12547728,6130365,48.86
20,1387,INGERRAND,EQ,40789,19354,47.45
20,1388,INM,SM,600,600,100.00
20,1389,INNOMET,ST,204000,202800,99.41
20,1390,INNOVACAP,EQ,58370,29167,49.97
20,1391,INNOVANA,EQ,369,190,51.49
20,1392,INNOVISION,EQ,14669,12227,83.35
20,1393,INOXGREEN,EQ,720172,358061,49.72
20,1394,INOXINDIA,EQ,171843,63627,37.03
20,1395,INOXWIND,EQ,11427266,5647583,49.42
20,1396,INSECTICID,EQ,28262,19692,69.68
20,1397,INTEGRITY,ST,8400,8400,100.00
20,1398,INTELLECT,EQ,306081,161490,52.76
20,1399,INTENTECH,EQ,16883,11994,71.04
20,1400,INTERARCH,EQ,43945,26960,61.35
20,1401,INTERNET,EQ,75624,38960,51.52
20,1402,INTLCONV,EQ,18633,14133,75.85
20,1403,INVENTURE,EQ,507040,270813,53.41
20,1404,INVICTA,ST,6400,6400,100.00
20,1405,INVPRECQ,EQ,2549,2021,79.29
20,1406,IOB,EQ,1664896,784638,47.13
20,1407,IOC,EQ,11266555,6579096,58.39
20,1408,IOLCP,EQ,6288324,2452032,38.99
20,1409,IONEXCHANG,EQ,642374,237966,37.04
20,1410,IPCALAB,EQ,157265,84115,53.49
20,1411,IPHL,SM,12000,12000,100.00
20,1412,IPL,EQ,742496,358172,48.24
20,1413,IRB,EQ,6009952,3124472,51.99
20,1414,IRBINVIT,IV,315253,257056,81.54
20,1415,IRCON,EQ,804289,303836,37.78
20,1416,IRCTC,EQ,1670497,1031774,61.76
20,1417,IREDA,EQ,3743488,1232027,32.91
20,1418,IRFC,EQ,5054877,2036378,40.29
20,1419,IRIS,EQ,62943,42051,66.81
20,1420,IRISDOREME,EQ,473379,133201,28.14
20,1421,IRMENERGY,EQ,30368,13790,45.41
20,1422,ISFT,EQ,28490,17371,60.97
20,1423,ISGEC,EQ,24539,12375,50.43
20,1424,ISHAN,SM,240000,240000,100.00
20,1425,ISHANCH,EQ,4000,3134,78.35
20,1426,IT,EQ,688952,366404,53.18
20,1427,ITADD,EQ,96301,66418,68.97
20,1428,ITAXIS,EQ,5794,2482,42.84
20,1429,ITBEES,EQ,27689537,18365661,66.33
20,1430,ITBETA,EQ,4079,3628,88.94
20,1431,ITC,EQ,15215868,8797225,57.82
20,1432,ITCHOTELS,EQ,8336874,3703945,44.43
20,1433,ITDC,EQ,2471328,217315,8.79
20,1434,ITETF,EQ,667823,444781,66.60
20,1435,ITI,EQ,379961,91838,24.17
20,1436,ITIETF,EQ,1053226,654241,62.12
20,1437,IVALUE,EQ,391088,199790,51.09
20,1438,IVC,EQ,155161,123387,79.52
20,1439,IVZINGOLD,EQ,11906,9487,79.68
20,1440,IVZINNIFTY,EQ,154,154,100.00
20,1441,IWARE,ST,105600,99000,93.75
20,1442,IWP,EQ,6588,5477,83.14
20,1443,IXIGO,EQ,1092538,642923,58.85
20,1444,IZMO,EQ,233254,95763,41.06
20,1445,J&KBANK,EQ,6437349,1968221,30.58
20,1446,JAGRAN,EQ,129414,75638,58.45
20,1447,JAGSNPHARM,EQ,33634,16294,48.45
20,1448,JAICORPLTD,EQ,258035,103095,39.95
20,1449,JAINIK,SM,48000,36000,75.00
20,1450,JAINREC,EQ,2265487,834841,36.85
20,1451,JAIPURKURT,EQ,2879,2674,92.88
20,1452,JALAN,ST,3000,3000,100.00
20,1453,JAMNAAUTO,EQ,1066566,485893,45.56
20,1454,JARO,EQ,98078,36009,36.71
20,1455,JASH,EQ,99349,40086,40.35
20,1456,JAYAGROGN,EQ,5703,3246,56.92
20,1457,JAYBARMARU,EQ,736990,376856,51.13
20,1458,JAYBEE,SM,6500,4500,69.23
20,1459,JAYESH,SM,55000,12000,21.82
20,1460,JAYKAY,EQ,97559,50047,51.30
20,1461,JAYNECOIND,EQ,8501125,3867361,45.49
20,1462,JAYSREETEA,EQ,18868,8886,47.10
20,1463,JBMA,EQ,186948,64404,34.45
20,1464,JETFREIGHT,EQ,270694,151324,55.90
20,1465,JETKNIT,ST,750,750,100.00
20,1466,JEYYAM,ST,30000,30000,100.00
20,1467,JFLLIFE,SM,24000,24000,100.00
20,1468,JGCHEM,EQ,81728,39468,48.29
20,1469,JHS,EQ,7487,5196,69.40
20,1470,JINDALPHOT,EQ,7614,4983,65.45
20,1471,JINDALPOLY,EQ,13997,8393,59.96
20,1472,JINDALSAW,EQ,1705330,723752,42.44
20,1473,JINDALSTEL,EQ,628804,199574,31.74
20,1474,JINDRILL,EQ,150345,52658,35.02
20,1475,JINDWORLD,EQ,46609929,3223365,6.92
20,1476,JIOFIN,EQ,95978862,21348350,22.24
20,1477,JISLDVREQS,EQ,6943,4906,70.66
20,1478,JISLJALEQS,EQ,1213125,614724,50.67
20,1479,JITFINFRA,EQ,66917,31971,47.78
20,1480,JIWANRAM,SM,36000,30000,83.33
20,1481,JKCEMENT,EQ,24454,11475,46.92
20,1482,JKIL,EQ,166400,80509,48.38
20,1483,JKLAKSHMI,EQ,96312,52368,54.37
20,1484,JKPAPER,EQ,317945,189155,59.49
20,1485,JKTYRE,EQ,1486731,585865,39.41
20,1486,JLHL,EQ,34568,20376,58.94
20,1487,JMA,EQ,5534,4183,75.59
20,1488,JMFINANCIL,EQ,1445354,692878,47.94
20,1489,JNKINDIA,EQ,637014,285008,44.74
20,1490,JPOLYINVST,EQ,1693,1043,61.61
20,1491,JPPOWER,EQ,32994645,11981431,36.31
20,1492,JSFB,EQ,626855,262236,41.83
20,1493,JSL,EQ,474444,271271,57.18
20,1494,JSLL,EQ,243964,126447,51.83
20,1495,JSWCEMENT,EQ,7974384,6672806,83.68
20,1496,JSWDULUX,EQ,9729,4022,41.34
20,1497,JSWENERGY,EQ,847436,353215,41.68
20,1498,JSWHL,EQ,4732,2452,51.82
20,1499,JSWINFRA,EQ,2783722,1215597,43.67
20,1500,JSWSTEEL,EQ,2800390,937117,33.46
20,1501,JTEKTINDIA,EQ,253169,143552,56.70
20,1502,JTLIND,EQ,1752505,904309,51.60
20,1503,JUBLCPL,EQ,2721,1600,58.80
20,1504,JUBLFOOD,EQ,2389067,1252683,52.43
20,1505,JUBLINGREA,EQ,178142,90090,50.57
20,1506,JUBLPHARMA,EQ,106316,46633,43.86
20,1507,JUNIORBEES,EQ,251285,124995,49.74
20,1508,JUNIPER,EQ,40497,24146,59.62
20,1509,JUSTDIAL,EQ,2479282,309531,12.48
20,1510,JWL,EQ,408181,150822,36.95
20,1511,JYOTHYLAB,EQ,262490,134961,51.42
20,1512,JYOTICNC,EQ,597375,244432,40.92
20,1513,JYOTIGLOBL,SM,4000,4000,100.00
20,1514,JYOTISTRUC,EQ,2203577,1322565,60.02
20,1515,K2INFRA,ST,31200,23400,75.00
20,1516,KABRAEXTRU,EQ,194546,51068,26.25
20,1517,KAJARIACER,EQ,133918,80966,60.46
20,1518,KALAMANDIR,EQ,1066666,695084,65.16
20,1519,KALANA,SM,18000,12000,66.67
20,1520,KALPATARU,EQ,64539,30074,46.60
20,1521,KALYANIFRG,EQ,1244,946,76.05
20,1522,KALYANKJIL,EQ,53915916,7126782,13.22
20,1523,KAMAHOLD,EQ,589,332,56.37
20,1524,KAMATHOTEL,EQ,15126,7716,51.01
20,1525,KAMOPAINTS,EQ,194639,139638,71.74
20,1526,KANANIIND,EQ,225332,191682,85.07
20,1527,KANDARP,SM,1000,1000,100.00
20,1528,KANPRPLA,EQ,90799,22025,24.26
20,1529,KANSAINER,EQ,87743,46601,53.11
20,1530,KAPSTON,EQ,12089,7390,61.13
20,1531,KARMAENG,EQ,4840,3309,68.37
20,1532,KARNIKA,SM,52000,36000,69.23
20,1533,KARURVYSYA,EQ,1820679,826453,45.39
20,1534,KATARIA,SM,7200,6600,91.67
20,1535,KAVDEFENCE,EQ,53200,39446,74.15
20,1536,KAYA,EQ,24957,20876,83.65
20,1537,KAYNES,EQ,685964,232100,33.84
20,1538,KAYTEX,SM,8800,7200,81.82
20,1539,KCEIL,ST,14000,13000,92.86
20,1540,KCK,SM,895000,657500,73.46
20,1541,KCP,EQ,329133,138584,42.11
20,1542,KCPSUGIND,EQ,158408,85385,53.90
20,1543,KDDL,EQ,13085,6462,49.38
20,1544,KDL,SM,16350,9750,59.63
20,1545,KEC,EQ,509223,260907,51.24
20,1546,KEEPLEARN,EQ,26881,25260,93.97
20,1547,KEI,EQ,569747,343059,60.21
20,1548,KEL,SM,13200,10800,81.82
20,1549,KELLTONTEC,EQ,977602,521707,53.37
20,1550,KEN,SM,24000,18000,75.00
20,1551,KENNAMET,EQ,9431,5497,58.29
20,1552,KERNEX,EQ,178903,79419,44.39
20,1553,KEYFINSERV,EQ,1753,1434,81.80
20,1554,KFINTECH,EQ,911148,334479,36.71
20,1555,KHANDSE,EQ,2363,2302,97.42
20,1556,KHFM,SM,1550,1550,100.00
20,1557,KICL,EQ,1694,1106,65.29
20,1558,KIMS,EQ,243386,148891,61.17
20,1559,KINGFA,EQ,5487,3310,60.32
20,1560,KIOCL,EQ,44966,22029,48.99
20,1561,KIRANVYPAR,EQ,2873,2162,75.25
20,1562,KIRIINDUS,EQ,144024,63702,44.23
20,1563,KIRLFER,EQ,73680,45245,61.41
20,1564,KIRLOSBROS,EQ,84102,38217,45.44
20,1565,KIRLOSENG,EQ,531976,239189,44.96
20,1566,KIRLOSIND,EQ,10843,4605,42.47
20,1567,KIRLPNU,EQ,174034,106043,60.93
20,1568,KISSHT,EQ,1455988,463381,31.83
20,1569,KITEX,EQ,388470,201558,51.89
20,1570,KKCL,EQ,12390,6999,56.49
20,1571,KKJEWELS,SM,17000,11000,64.71
20,1572,KKVAPOW,SM,1710,1710,100.00
20,1573,KLBRENG-B,EQ,64376,40674,63.18
20,1574,KLL,SM,8000,8000,100.00
20,1575,KMEW,EQ,55466,21947,39.57
20,1576,KMSUGAR,EQ,371622,206634,55.60
20,1577,KNACK,EQ,1791916,524340,29.26
20,1578,KNAGRI,EQ,19402,14910,76.85
20,1579,KNRCON,EQ,559893,301759,53.90
20,1580,KODYTECH,SM,10000,5600,56.00
20,1581,KOHINOOR,EQ,101561,29837,29.38
20,1582,KOKUYOCMLN,EQ,24534,16468,67.12
20,1583,KOLTEPATIL,EQ,72486,37920,52.31
20,1584,KONSTELEC,ST,46000,45000,97.83
20,1585,KORE,SM,2250,2250,100.00
20,1586,KOTAKBANK,EQ,17847316,10190959,57.10
20,1587,KOTARISUG,EQ,59310,31311,52.79
20,1588,KOTHARIPET,EQ,15200,8103,53.31
20,1589,KOTHARIPRO,EQ,8441,6271,74.29
20,1590,KOTIC,EQ,7158,2933,40.98
20,1591,KOVAI,EQ,3781,1884,49.83
20,1592,KPEL,EQ,110113,52906,48.05
20,1593,KPIGREEN,EQ,571200,234293,41.02
20,1594,KPIL,EQ,231235,115321,49.87
20,1595,KPITTECH,EQ,1542011,482506,31.29
20,1596,KPL,EQ,23477,9962,42.43
20,1597,KPRMILL,EQ,282525,152996,54.15
20,1598,KRBL,EQ,268429,133767,49.83
20,1599,KREBSBIO,EQ,12612,9291,73.67
20,1600,KRISHANA,EQ,601241,317305,52.78
20,1601,KRISHCA,SM,4000,3000,75.00
20,1602,KRISHIVAL,EQ,2015,1841,91.36
20,1603,KRISHNADEF,EQ,77037,35090,45.55
20,1604,KRITIKA,EQ,56932,37542,65.94
20,1605,KRMAYURVED,ST,40000,37000,92.50
20,1606,KRONOX,EQ,121178,50278,41.49
20,1607,KROSS,EQ,711623,253594,35.64
20,1608,KRSNAA,EQ,48081,27071,56.30
20,1609,KRT,RR,3907857,3683566,94.26
20,1610,KRYSTAL,EQ,3283,2459,74.90
20,1611,KSB,EQ,96536,53609,55.53
20,1612,KSCL,EQ,58100,25082,43.17
20,1613,KSHINTL,EQ,349435,160588,45.96
20,1614,KSL,EQ,60116,21916,36.46
20,1615,KSOLVES,EQ,146376,49949,34.12
20,1616,KSR,EQ,32415,27986,86.34
20,1617,KTKBANK,EQ,1476777,738860,50.03
20,1618,KUANTUM,EQ,43181,22966,53.19
20,1619,KUSUMGAR,EQ,1211695,522597,43.13
20,1620,KWIL,EQ,10279517,4198313,40.84
